#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;uncultured	0	1	0	2	11	6	0	5	0	13	5	3	0	2	0	0	0	0	0	4	0
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Limibacillus	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius	1	92	2	20	68	283	0	3	0	4	35	32	3	16	13	1	0	2	0	20	16
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tagaea	0	1	0	0	4	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tistlia	0	22	0	2	11	7	0	2	0	26	6	0	0	8	14	1	0	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	2	9	6	1	11	17	0	5	0	4	10	7	4	4	7	1	0	2	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas	0	2	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;NA	0	6	3	17	34	38	0	43	0	12	44	36	1	3	2	0	0	2	0	29	10
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	0	2	0	10	23	21	1	38	2	11	58	15	0	10	1	1	0	3	0	6	5
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;NA;NA	0	28	0	0	0	2	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;NA	0	36	1	0	2	4	0	3	0	7	5	2	0	0	3	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA	0	0	0	2	10	7	0	4	0	4	1	1	0	3	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;NRL2;NA;NA	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Finniella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;NA;NA	0	0	0	1	2	2	0	11	0	2	2	2	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Candidatus Phaeomarinobacter	0	27	0	0	1	11	2	1	2	3	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Mf105b01	0	6	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Pyruvatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;uncultured	0	2	0	0	1	1	0	1	0	1	1	1	0	9	1	0	0	4	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;NA	1	25	8	6	27	17	8	3	11	1	6	1	11	4	3	3	0	3	0	11	3
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;uncultured;NA	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;NA	2	9	0	3	6	5	0	2	0	4	8	1	1	0	1	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;NA	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;NA	0	21	2	1	15	20	0	3	0	6	2	2	3	7	12	1	0	3	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas	0	1	0	1	1	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Cucumibacter	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	0	9	0	0	0	3	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;NA	0	3	1	1	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;uncultured	0	1	1	0	1	2	12	0	14	0	1	0	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	32	53	52	7	12	22	2	14	1	8	9	6	45	13	19	25	0	11	0	45	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	1	2	2	0	1	0	0	4	0	0	0	0	0	0	4	1	0	1	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured	4	7	8	4	3	3	0	6	0	4	2	3	2	7	4	6	0	2	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloceanibacter	74	231	153	23	73	51	2	85	6	25	37	27	70	33	56	169	0	49	0	127	40
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloligella	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Rhodobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured	1	2	1	2	3	2	0	3	1	1	5	2	2	5	3	3	0	0	0	1	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aquamicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Chelativorans	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Cohaesibacter	3	152	2	30	268	339	0	33	0	110	74	54	0	0	34	4	0	2	0	49	25
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Hoeflea	1	64	3	5	42	78	9	12	7	1	6	3	1	78	5	1	0	23	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Martelella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	1	12	0	1	5	3	0	0	0	2	0	0	0	2	1	0	0	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Nitratireductor	0	10	1	1	0	1	0	2	0	1	0	0	0	2	0	1	0	2	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Oricola	0	12	0	2	5	4	0	5	0	3	6	0	1	4	1	1	0	2	0	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Phyllobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia	3	6	7	1	3	0	0	1	0	1	2	0	3	1	2	1	0	2	0	4	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudaminobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Roseitalea	1	0	0	0	2	12	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;uncultured	2	17	8	2	10	4	0	5	1	3	7	4	8	0	5	3	0	1	0	9	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella	7	38	13	1	14	7	0	18	0	8	3	1	6	8	10	4	0	7	0	9	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia	0	9	0	1	3	7	0	7	0	9	4	3	0	8	3	0	0	1	0	4	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Dichotomicrobium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Nordella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Amorphus	0	8	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Tepidamorphus	0	31	1	0	1	2	0	0	0	2	1	1	0	7	26	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Breoghania	1	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia	0	16	0	0	10	7	31	1	21	0	1	0	0	0	0	1	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappia	0	238	0	27	98	78	79	90	94	69	42	48	0	66	23	6	0	72	0	46	16
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Thermopetrobacteraceae;Thermopetrobacter	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium	1	1	1	1	0	0	1	0	0	0	1	0	1	0	2	1	0	1	0	3	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albirhodobacter	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	2	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aliiroseovarius	1	1	2	0	1	2	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarctobacter	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aquimixticola	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Boseongicola	6	5	10	5	8	6	0	1	0	1	4	1	3	3	4	4	0	4	0	11	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Citreicella	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cognatishimia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Confluentimicrobium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola	0	14	0	0	1	3	1	0	5	0	4	1	0	0	7	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halovulum	0	1	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter	0	1	0	0	1	0	0	1	0	0	0	0	3	1	0	1	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorisediminivivens	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinibacterium	1	4	4	0	0	1	0	1	0	0	0	1	4	0	5	0	0	0	0	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter	0	1	0	0	0	0	5	0	5	0	0	0	0	0	2	1	0	1	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita	0	3	1	0	1	1	0	0	0	0	3	0	0	9	1	1	0	5	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA	2	2	4	0	0	0	1	0	0	0	1	0	1	68	2	1	0	26	0	2	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nioella	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicella	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus	1	3	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0	1	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagicola	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ponticoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudaestuariivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter	1	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudopelagicola	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria	2	12	6	0	2	1	0	3	0	0	3	6	4	0	11	7	0	2	0	4	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Puniceibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	7	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibaca	0	1	0	2	7	5	0	0	0	1	8	4	0	0	0	0	0	0	0	5	4
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseicyclus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax	0	0	0	0	3	0	0	1	0	4	3	5	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter	7	4	11	0	1	1	0	2	0	0	0	1	7	0	2	11	0	1	0	3	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius	1	42	6	4	16	23	0	5	0	5	9	8	3	41	6	2	0	11	0	7	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	1	0	2	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sagittula	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sedimentitalea	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas	3	4	4	0	1	1	0	0	0	0	2	0	1	1	1	2	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter	10	18	13	0	2	2	0	2	0	2	1	1	16	2	2	11	0	4	0	9	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas	2	18	8	3	13	5	14	4	15	4	18	2	6	9	35	7	0	2	0	10	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured	13	31	49	7	49	30	1	25	2	4	30	18	29	104	25	15	0	33	0	29	7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Wenxinia	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella	9	49	9	2	7	7	1	1	0	0	0	6	9	2	2	14	0	3	0	11	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira	0	67	0	4	14	8	0	4	0	3	70	7	0	18	9	0	0	7	0	12	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetovibrio	0	663	1	24	84	84	0	20	0	2	75	4	1	0	18	0	0	0	0	7	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;NA	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured	0	7	0	10	23	19	1	7	1	6	38	4	0	3	3	0	0	2	0	5	2
